REGION;DEPARTEMENT;NOM DU MUSEE;REF MUSEE;ADR;CP;VILLE;TELEPHONE1;FAX;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES;DATE APPELLATION;Date retrait appellation par Haut Conseil;coordonnees_finales;coordonnees_ban;coordonnees_cp
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;Musée Camarguais;1300402;Mas du Pont de Rousty;13200;ARLES;0490971082;0490971920;www.museedelacamargue.com et www.parc-camargue.fr/musee.html;Janvier, 1er mai, 25 décembre;Ouvert d’octobre à mars de 10h à 12h30 et de 13h à 17h, d’avril à septembre de 9h à 12h30 et de 13h à 18h;;01/02/2003;;43.623694, 4.529959;43.623694, 4.529959;43.5467808819, 4.66183385891
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;Musée du Palais Lascaris;0608808;15, Rue Droite;06300;NICE;0493627240;0493920419;http://www.nice.fr/fr/culture/musees-et-galerie/palais-lascaris-le-palais;1er janvier, dimanche de Pâques, 1er mai, 25 décembre;Ouvert du mercredi au lundi de 10h à 18h;;01/02/2003;;43.697686, 7.27733;43.697686, 7.27733;43.7122279855, 7.23752896461
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;Musée d'Art et d'Histoire;0608802;65, Rue de France;06000;NICE;0493911910;0493823979;http://www.nice.fr/mairie_nice_1489.html;1er janvier, le dimanche de Pâques, le 1er mai, le 25 décembre;Ouvert du mercredi au lundi de 10h à 18h;;01/02/2003;;43.695672, 7.259251;43.695672, 7.259251;43.7122279855, 7.23752896461
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;Musée des Beaux-Arts;0608305;3, Avenue de la Madone;06500;MENTON;0493354971;0492418066;Site de la ville;1er janvier, 1er mai, 11 novembre, 25 décembre;Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h;;01/02/2003;;43.766659, 7.4884;43.766659, 7.4884;43.8073366872, 7.47793852475
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;Musée archéologique;0422701;Mairie de Vachères;04110;VACHERES;0492756215;0492756110;;Janvier;Ouvert tous les jours en juillet-août de 15h à 18h, dimanche et jours fériés de 14h30 à 17h30 du 1er avril au 11 novembre. Toute l'année sur rdv;;01/02/2003;;43.931511, 5.637976;43.931511, 5.637976;43.8916683582, 5.655629925
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;Musée du Parlement de Provence et du Vieil Aix;1300102;"Hôtel Estienne-de-Saint-Jean
17, Rue Gaston de Saporta";13100;AIX-EN-PROVENCE;0442214355;0442965276;www.mairie-aixenprovence.fr/Musee-du-Vieil-Aix;Jours fériés;Ouvert du mercredi au lundi de 13h30 à 17h du 16 octobre au 15 avril, de 10h à 12h30 et de 13h30 à 17h et du 16 avril au 15 octobre de 10h à 12h30 et de 13h30 à 18h;;01/02/2003;;43.5353485115, 5.4345381961;;43.5353485115, 5.4345381961
PROVENCE-ALPES-CÔTE D'AZUR;ALPES DE HAUTE PROVENCE;Musée Archéologique;0416601;Mairie de Riez;04500;RIEZ-LA-ROMAINE;0492778930;0492779907;;;Fermé pour travaux en 2012;;01/02/2003;;43.817421, 6.093121;43.817421, 6.093121;43.779502795, 6.08235734615
OCCITANIE;TARN;Musée Toulouse Lautrec;8100401;"Palais de la Berbie
B.P. 100";81003;ALBI Cedex;0563494870;0563494888;www.musee-toulouse-lautrec.com;1er Janvier, 1er Mai, 1er Novembre, et 25 Décembre;Ouvert du mercredi au lundi de janvier à mars de 10h à 12h et de 14h à 17h30, d'avri à mai et octobre de 10h à 12h et de 14h à 18h, du 1er au 20 juin de 9h à 12h et de 14h à 18h de mi-juin au 30 septembre de 9h à 18h, en octobre de 10h à 12h et de 14h à 1;;01/02/2003;;;;
OCCITANIE;TARN;Musée Goya;8106501;"Hôtel de Ville
B.P. 10406";81108;CASTRES Cedex;0563715930;0563715926;www.ville-castres.fr;1er janvier, 1er mai, 14 juillet, 1er novembre et 25 décembre;Ouvert du 1er octobre au 31 mars de 9h à 12h et de 14h à 17h, du 1er avril au 30 septembre de 9h à 12h et de 14h à 18h, en  juillet-août tous les jours de 10h à 18h, le dimanche et jours fériés de 10h à 12h et de 14h à 18h;;06/01/2002;;;;
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;Musée Granet;1300104;Place Saint-Jean de Malte;13100;AIX-EN-PROVENCE;0442528832;0442528802;www.museegranet-aixenprovence.fr;1er janvier, 1er mai, 25 décembre;Ouvert du mardi au dimanche de 12h à 18 d'octobre à mai(hiver) et de 10h à 19h de juin à septembre (été);jeudi de 12h à 23h;01/02/2003;;43.49437, 5.411084;43.49437, 5.411084;43.5353485115, 5.4345381961
PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;Musées de la Citadelle;0615901;Citadelle de Villefranche sur Mer;06230;VILLEFRANCHE-SUR-MER;0493763327;0493763323;www.villefranche-sur-mer.org;Novembre - 1er janvier, 1er mai, 14 juillet matin, 15 août matin, et le 25 décembre;Ouvert d'octobre à mai de 10h à 12h et de 13h à 16h, et de juin à septembre de 10h à 12h et de 15h à 18h30;;01/02/2003;;43.701093, 7.311425;43.701093, 7.311425;43.7028977501, 7.3242506305
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;Musée Archéologique d'Istres René Beaucaire;1304701;4, Place José Coto;13800;ISTRES;0442112773;0442559015;www.ouestprovence.fr;1er mai, 1er janvier, 25 décembre;Ouvert du lundi au samedi du 1er avril au 30 septembre de 14h à 18h et du 1er octobre au 31 mars de 14h à 18h;;01/02/2003;;43.513772, 4.987612;43.513772, 4.987612;43.5502806959, 4.95074578461
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;Musée d'Histoire de Marseille;1305505;2 Rue Henri Barbusse;13001;MARSEILLE;0491553600;0491904378;www.mairie-marseille.fr ou http://musee-histoire-marseille-voie-historique.fr/;1er janvier, 1er mai, 1er novembre, 25 et 26 décembre;Ouvert du mardi au dimanche  de 10h à 18h;;01/02/2003;;43.298168, 5.374162;43.298168, 5.374162;43.299995472, 5.38294677678
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;Musée des Docks Romains;1305504;2, Place Vivaux;13002;MARSEILLE;0491553600;0491145876;Site de la ville;1er janvier, 1er mai, 1er novembre et 25 et 26 décembre;Ouvert du mardi au dimanche de 10h à 18h;;01/02/2003;;43.29647, 5.367908;43.29647, 5.367908;43.3127325556, 5.36355601234
PROVENCE-ALPES-CÔTE D'AZUR;VAR;Musée des Beaux-Arts;8305001;9, Rue de la République;83300;DRAGUIGNAN;0498102685;0494673714;Site de la ville - www.ville-draguignan.fr;;Ouvert du mardi au samedi de 9h à 12h et de 14h à 18h;;01/02/2003;;43.537982, 6.464818;43.537982, 6.464818;43.574421442, 6.44637854358
PROVENCE-ALPES-CÔTE D'AZUR;VAR;Musée de la Société d’Etudes Scientifiques et Achéologiques;8305002;2, Montée de l'Horloge;83300;DRAGUIGNAN;0494683832;0494683832;;;Ouvert le mercredi et le samedi de 14h à 18h;;01/02/2003;;43.540227, 6.466305;43.540227, 6.466305;43.574421442, 6.44637854358
PROVENCE-ALPES-CÔTE D'AZUR;VAR;Musée Jean Aicard;8306201;"Villa les Lauriers Roses
705, Avenue du 8 Mai 1945";83130;LE POUVEREL LA GARDE;0494143378;0494368221;Site de la ville de Toulon;1er janver, lundi de Pâques, 1er & 8 mai, Ascension, lundi de Pentecôte, 14 juillet, Assomption, 1er & 11 novembre et du 24 au 31 décembre;Ouvert sur rendez-vous;;01/02/2003;;43.1266498114, 6.01917093261;;43.1266498114, 6.01917093261
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;Musée d'Histoire et d'Archéologie des Baux-de-Provence;1301103;Ilot Post Tenebra Lux;13520;LES BAUX DE PROVENCE;0490544599;;;;Ouvert en juillet et tous les mercredis;;01/02/2003;;43.7214018039, 4.81156485939;;43.7214018039, 4.81156485939
PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;Musée Départemental de l'Arles Antique;1300405;"Presqu'île-du-Cirque-Romain
B.P. 205";13635;ARLES Cédex;0413315103;0413315137;www.arles-antiques.cg13.fr;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du mercredi au lundi de 10h à 18h;;01/02/2003;;;;
PROVENCE-ALPES-CÔTE D'AZUR;VAUCLUSE;Musée-Bibliothèque François Pétrarque;8413901;Rive gauche de la Sorgue;84800;FONTAINE-DE-VAUCLUSE;0490203720;0490205345;www.vaucluse.fr/pages/page/num/519/lan/1;1er mai, 25 décembre;Ouvert d'avril à mai de 10h à 12h et de 14h à 18h, de juin à septembre de 10h à 12h30 et de 13h30 à 18h, 1ère quinzaine d'octobre de 10h à 12h et de 14h à 18h, 2ème quinzaine d'octobre et vacances de Toussaint de 10h à 12h et de 14h à 17h;;01/02/2003;;43.91753, 5.056542;43.91753, 5.056542;43.9157193663, 5.08616198697
PROVENCE-ALPES-CÔTE D'AZUR;VAUCLUSE;Musée Jouve;8403503;52, Place Castil-Blaze;84300;CAVAILLON;0490760034;0490714706;www.cavaillon.org;;La chapelle du Grand Couvert a ouvert en 2015 du 4 juillet au 14 novembre de 13h30 à 18h30;;01/02/2003;;43.836954, 5.037895;43.836954, 5.037895;43.8481769374, 5.04312031956
PROVENCE-ALPES-CÔTE D'AZUR;VAUCLUSE;Musée Philippe de Girard;8406801;Hötel de ville;84160;LOUMARIN - CADENET;0490680413;;;;;;01/02/2003;;43.743816, 5.364898;43.743816, 5.364898;43.7635953762, 5.39771217975
HAUTS-DE-France;PAS-DE-CALAIS;Musée d'Art et d'Histoire Roger Rodière;6258801;Hôtel Saint-Walloy;62170;MONTREUIL-SUR-MER;0321869083;0321869083;www.musees-montreuilsurmer.fr;11 novembre, 23 décembre au 1er février;Ouvert de mi février à avril et décembre du mercredi au lundi 10h à 12h et de 14h à 17h, d'avril à novembre 10h à 12h et de 14h à 18h? En juillet-août de 10h à 18h;;01/02/2003;;50.462757, 1.76407;50.462757, 1.76407;50.4710403377, 1.76751001891
HAUTS-DE-France;OISE;Musée Gallé-Juillet;6017501;Place François Miterrand;60100;CREIL;0344295150;0344295276;www.creil.fr;Jours fériés;"Ouvert du mercredi au samedi 14h à 17h avec des visites guidées obligatoires à 14h, 15h et 16h, le dimanche à 14h30 à 17h30.
Pour les groupes le mardi, et mercredi, jeudi, vendredi et samedi le matin sur rendez-vous";;01/02/2003;;49.260793, 2.473388;49.260793, 2.473388;49.2528803702, 2.48402017104
HAUTS-DE-France;OISE;Musée de la Vénerie;6061203;Place du Parvis Notre Dame;60300;SENLIS;0344294993;0344531199;Site de la ville;1er janvier, 1er mai, 25 décembre;Ouvert mardi de 14h à 18h, mercredi,  jeudi, vendredi de 10h à 12h et de 14h à 18h, samedi, dimanche et jours fériés de 11h à 13h et de 14h à 18h;;01/02/2003;;49.207042, 2.585316;49.207042, 2.585316;49.1906530506, 2.62507513923
HAUTS-DE-France;OISE;Musée de la Figurine Historique;6015905;28, Place de l'Hôtel de Ville;60200;COMPIEGNE;0344407255;0344202309;www.musee-figurine.fr;1er janvier, 1er mai, 14 juillet, 1er novembre et 25 décembre;Ouvers du mardi au dimanche de 10h à 13h et de 14h à 18h;;01/02/2003;;49.417761, 2.826358;49.417761, 2.826358;49.3992378489, 2.8537782842
HAUTS-DE-France;NORD;Musée d'Histoire Naturelle et de Géologie;5935003;19, rue de Bruxelles;59000;LILLE;0328553080;0320861482;http://mhn.lille.fr;Certains jours fériés;Ouvert le lundi, du mercredi au vendredi de 9h30 à 17h, samedi et dimanche de 10h à 18h;;01/02/2003;;50.626639, 3.066546;50.626639, 3.066546;50.6319195692, 3.04708687186
HAUTS-DE-France;OISE;Musée de la Céramique Architecturale;6002901;432, Avenue du Maréchal Foch;60390;AUNEUIL;0344477847;0344477629;www.annuaire-mairie.fr/musee-de-la-ceramique-architecturale.html;;Musée fermé au public;;01/02/2003;;49.371591, 1.991603;49.371591, 1.991603;49.3553181632, 2.00571499045
HAUTS-DE-France;PAS-DE-CALAIS;Musée d'Histoire et d'Archéologie;6241301;50, rue André Deprez;62440;HARNES;0321490229;;Site de la ville : www.ville-harnes.fr/Patrimoine;;Ouvert le mercredi de 10h à 12h et de 15h à 18h et le samedi de 15h à 18h. Ouvert pour les groupes tous les jours sur rendez-vous;;01/02/2003;;50.447577, 2.91073;50.447577, 2.91073;50.4521433616, 2.90362398538
HAUTS-DE-France;NORD;Centre Historique Minier, Musée de la Mine, Centre d'Archives, Centre de Culture Scientifique de l'Energie;5934501;"Fosse Delloye
B.P. 30039";59287;LEWARDE;0327958282;0327958283;www.chm-lewarde.com;Janvier, 1er mai, 25 décembre;Ouvert de novembre à février du lundi au samedi de 13h à 19h, dimanche, vacances scolaires et jours fériés de 10h à 19h, de mars à mi-novembre tous les jours de 9h à 19h30. Accueil des groupes à partir de 8h sur réservation.;;01/02/2003;;50.3426420903, 3.15765827403;;50.3426420903, 3.15765827403
HAUTS-DE-France;PAS-DE-CALAIS;Musée de la Céramique;6226801;"Rue Jean Macé
B.P. 107";62240;DESVRES;0321832323;0321834445;www.musee-ceramique-desvres.com;25 décembre, 1er janvier;Ouvert du mardi au dimanche et jours fériés de novembre à février de 14h à 17h30, de mars à octobre du mardi au samedi de 10h à 12h30 et de 14h à 18h, le dimanche et jours fériés de 14h à 18h, en juillet-août du mardi ausamedi de 10h à 18h30 et dimanche e;;01/02/2003;;50.6791586942, 1.86161910061;;50.6791586942, 1.86161910061
HAUTS-DE-France;PAS-DE-CALAIS;Musée Henri Dupuis;6276502;9, Rue Henri Dupuis;62500;SAINT-OMER;;;m3.dnsalias.com/sandelin - http://www.musenor.com/Les-Musees/Saint-Omer-Musee-Henri-Dupuis;;;;01/02/2003;;50.748349, 2.251197;50.748349, 2.251197;50.7591830774, 2.23290877714
ÎLE-DE-France;HAUTS DE SEINE;MUS - Musée d'Histoire Urbaine et Sociale;9207301;1, Place de la gare de Suresnes-Longchamp;92150;SURESNES;0141183737;0141181676;http://webmuseo.com/ws/musee-suresnes/app/report;Jours fériés,  les deux premières semaines d’août et les 24 et 31 décembre;Ouvert du mercredi au dimanche de 14h à 18h;1 jeudi par mois;01/02/2003;;48.868303, 2.221944;48.868303, 2.221944;48.8700470804, 2.21976930955
HAUTS-DE-France;SOMME;Musée de Picardie;8002101;48, Rue de la République;80000;AMIENS;0322971400;0322971426;www.amiens.fr/musees;1er janvier, 1er & 11 novembre, 25 décembre;Ouvert mardi, vendredi, samedi de 10h à 12h et de 14h à 18h, mercredi de 10h à 18h, jeudi de 10h à 12h et de 14h à 21h, dimanche de 14h à 19h, ouvert le 15 août;Jusqu'à 21h le jeudi;06/01/2002;;49.890413, 2.295968;49.890413, 2.295968;49.9004650343, 2.29084588963
ÎLE-DE-France;PARIS;Etablissement public du musée d'Orsay et de l'Orangerie - Musée d'Orsay;7510705;62, Rue de Lille;75007;PARIS;0140494814;0145485660;www.musee-orsay.fr;Jours fériés;Ouvert le mardi, mercredi, vendredi au dimanche de 9h30 à 18h, le jeudi de 9h30 à 21h45;Jeudi jusqu'à 21h45;06/01/2002;;48.859754, 2.325917;48.859754, 2.325917;48.8561051636, 2.31254406306
ÎLE-DE-France;HAUTS DE SEINE;Musée du Domaine Départemental de Sceaux;9207101;Château de Sceaux;92330;SCEAUX;0141872950;0141872951;http://domaine-de-sceaux.hauts-de-seine.fr/;1er au 15 janvier, 1er mai, 25 décembre;Ouvert du mardi au dimanche du 1er novembre au 28 février de 13h à 17h, et du 1er mars au 31 octobre de 14h à 18h30;;01/02/2003;;48.774707, 2.299025;48.774707, 2.299025;48.7768435541, 2.29818849146
HAUTS-DE-France;SOMME;Musée Boucher-de-Perthes;8000101;24, Rue Gontier-Patin;80100;ABBEVILLE;0322240849;0322203503;Site de la ville;1er janvier, 1er mai, 14 juillet, 1er novembre et 25 décembre;Ouvert du mercredi au lundi de 14h à 18h. Pour les groupes, autres horaires possibles sur rendez-vous du lundi au vendredi matin;;01/02/2003;;50.10712, 1.833193;50.10712, 1.833193;50.1084897996, 1.83194053005
ÎLE-DE-France;HAUTS DE SEINE;Musée d'Art et d'Histoire;9204801;11, Rue des Pierres;92190;MEUDON;0146238713;0146230631;www.meudon.fr;Août;Ouvert du mardi au dimanche de 14h à 18h. Pour les groupes et centre de documentation ouvert du lundi au dimanche de 9h à 12h et de 14h à 18h;;01/02/2003;;48.806412, 2.234894;48.806412, 2.234894;48.8040544516, 2.22691872954
ÎLE-DE-France;PARIS;Musée Cernuschi, Musée des Arts de l'Asie de la ville de Paris;7510807;7, Avenue Velasquez;75008;PARIS;0153962150;0153962196;www.cernuschi.paris.fr;;Ouvert du mardi au dimanche de 10h à 18h;;08/07/2004;;48.879693, 2.312194;48.879693, 2.312194;48.8725623657, 2.31240969073
ÎLE-DE-France;HAUTS DE SEINE;Musée Municipal de Saint-Cloud;9206401;"""Jardin des Avelines""
60, Rue Gounod";92210;SAINT-CLOUD;0146026718;0147712700;www.musee-saintcloud.fr;Août - pendant les vacances de Noël, jours fériés;Ouvert du mercredi au samedi de 12h à 18h et le dimanche de 14h à 18h;;01/02/2003;;48.8429394128, 2.2083054219;;48.8429394128, 2.2083054219
HAUTS-DE-France;SOMME;Musée de l'Hôtel de Berny;8002102;36, Rue Victor Hugo;80000;AMIENS;0322971400;0322971427;www.amiens.com;;;;01/02/2003;;49.892882, 2.302463;49.892882, 2.302463;49.9004650343, 2.29084588963
HAUTS-DE-France;SOMME;Musée Départemental de l'Abbaye de Saint-Riquier;8071601;B.P. 40003 Saint-Riquier;80146;ABBEVILLE Cedex;0322718220;0322718399;www.somme.fr;;Ouvert tlj du 19 mars au 29 avril et du 1er octobre au 18 novembre de 14h à 18h. Week-end et jours fériés de 10h à 12h et de 14h à 18h. Du 30 avril au 30 septembre tlj de 10h à 18h du 24 novembre au 16 décembre, vendredi, xeek-end de 14h à 18h;;01/02/2003;;;;
ÎLE-DE-France;PARIS;Musée National de la Légion d'Honneur et des Ordres de Chevalerie;7510706;2, Rue de la Légion d'Honneur;75007;PARIS;0140628425;0140628496;www.legiondhonneur.fr;1er janvier, 1er mai, 15 août, 1er novembre et 25 décembre;Ouvert du mercredi au dimanche de 13h à 18h. Accessible le mardi pour les groupes sur réservation;;06/01/2002;;48.860433, 2.324889;48.860433, 2.324889;48.8561051636, 2.31254406306
ÎLE-DE-France;PARIS;Musée de la Musique;7510802;221, Avenue Jean-Jaurès;75019;PARIS;0144844500;0144844501;https://philharmoniedeparis.fr/fr/musee-de-la-musique;;Ouvert du mardi au samedi de 12h à 18h, dimanche de 10h à 18h. Nocturne expositions temporaires le vendredi;Vendredi jusqu'à 22h dans des expositions;06/01/2002;;48.889306, 2.393807;48.889306, 2.393807;48.8868704923, 2.38465309568
ÎLE-DE-France;PARIS;Musées Arts Décoratifs  Mode et du Textile;7510107;107, Rue de Rivoli;75001;PARIS;0144555750;0144555784;www.lesartsdecoratifs.fr;;Ouvert du mardi au vendredi de 11h à 18h, samedi et dimanche de 10h à 18h, nocturnele jeudi jusqu'à 21h;Jeudi jusqu'à 21h;06/01/2002;;48.863218, 2.3333;48.863218, 2.3333;48.862834158, 2.33616696102
ÎLE-DE-France;PARIS;Musée de l'Ecole Nationale Supérieure des Beaux-Arts;7510610;14, Rue Bonaparte;75006;PARIS;0147035000;0147035080;www.beauxartsparis.fr;;Le Cabinet des dessins Jean Bonna est ouvert de 13h à 18h du lundi au vendredi;;2017-07-10 00:00:00;;48.856574, 2.334551;48.856574, 2.334551;48.8492531918, 2.33300877472
ÎLE-DE-France;PARIS;Musée de la Vie Romantique;7510905;16, Rue Chaptal;75009;PARIS;0155319567;0148742842;www.vie-romantique.paris.fr;;Ouvert du mardi au dimanche de 10h à 18h;;08/07/2004;;48.880899, 2.333278;48.880899, 2.333278;48.8769274899, 2.33736632955
ÎLE-DE-France;PARIS;Palais Galliera - Musée de la Mode de la ville de Paris;7511617;10, Avenue Pierre 1er de Serbie;75116;PARIS;0156528600;0147233837;www.palaisgalliera.paris.fr;Musée fermé en dehors des expositions temporaires. Certains jours fériés;Ouvert du mardi au dimanche de 10h à 18h;jeudi jusqu'à 21h;08/07/2004;;48.8603821025, 2.26201220212;;48.8603821025, 2.26201220212
ÎLE-DE-France;PARIS;Musée d'Art Moderne de la ville de Paris;7511615;11, Avenue du Pdt Wilson;75116;PARIS;0153674000;0147233598;www.mam.paris.fr;;Ouvert du mardi au dimanche de 10 à 18 h. Nocturne le mercredi jusqu'a 22h pour les expositions temporaires;Mercredi jusqu'à 22h pour les expositions temporaires;08/07/2004;;48.8603821025, 2.26201220212;;48.8603821025, 2.26201220212
ÎLE-DE-France;PARIS;Grande Galerie de l'Evolution (Muséum National d'Histoire Naturelle);7510503;"Jardin des Plantes
36, rue Geoffroy Saint-Hilaire";75005;PARIS;0140795479;0140795448;www.mnhn.fr;1er mai;Ouvert du mercredi au lundi de 10h à 18h;;06/01/2002;;48.844407753, 2.350655453;;48.844407753, 2.350655453
ÎLE-DE-France;SEINE ET MARNE;Musée de Provins et du Provinois;7737901;7, rue du Palais;77160;PROVINS;0164005960;0160589343;Site de la ville : www.mairie-provins.fr;30 août 2015 et du 21 décembre 2015 au 1er janvier 2016;Ouvert de début janvier à fin mars et de début novembre au 20 décembre inclus, les week-end et jours fériés et tous les jours pendant les vacances scolaires (zone C) de 12h à 17h30. De fin mars à mi-juin de 12h à 17h30. De mi-juin à mi-septembre tous les;;01/02/2003;;48.561624, 3.290374;48.561624, 3.290374;48.5896767151, 3.24326653179
ÎLE-DE-France;VAL D'OISE;Musée du Vieil Argenteuil;9501801;5, rue Pierre-Guienne;95100;ARGENTEUIL;0134233745;0134233749;Site de la ville - www.argenteuil.fr/article.php3?id_article=529;Août;Ouvert mercredi et premier dimanche du mois de 14h à 17h30 (hors expos), mercredi et dimanche de 14h à 17h30 pendant la période d'exposition, tous les jours sur réservation pour les groupes;;01/02/2003;;48.94388, 2.256737;48.94388, 2.256737;48.95173377, 2.24070535988
